id,title,artists,releasename,releaseyear,releaseurl,cd,track,volume,spotify_id
170,Casanova,"Summer Cem,BAUSA",Bravo Hits 102,2018,https://api.discogs.com/releases/12336449,1,21,102,1O7hDH3rrF8eyLxrpeoOfb
171,Wir 2 Immer 1,"Vanessa Mai,Olexesh",Bravo Hits 102,2018,https://api.discogs.com/releases/12336449,1,22,102,683Qz6LnrvcpaNoBiOzFYi
172,Solo,"Clean Bandit,Demi Lovato",Bravo Hits 102,2018,https://api.discogs.com/releases/12336449,2,1,102,4lH6nENd1y81jp7Yt9lTBX
173,In My Mind,"Dynoro,Gigi D'Agostino",Bravo Hits 102,2018,https://api.discogs.com/releases/12336449,2,2,102,2W779g2UrRZtVdf3FcEOO1
174,Bella Ciao (Hugel Remix),El Profesor,Bravo Hits 102,2018,https://api.discogs.com/releases/12336449,2,3,102,41hAKBCtTuRH2aItnktHJI
175,Born To Be Yours,"Kygo,Imagine Dragons",Bravo Hits 102,2018,https://api.discogs.com/releases/12336449,2,4,102,0WVAQaxrT0wsGEG4BCVSn2
176,Flames,"David Guetta,Sia",Bravo Hits 102,2018,https://api.discogs.com/releases/12336449,2,5,102,0uwz9ApQwBvLfEUV9jTWRo
177,Body,"Loud Luxury,Brando (18)",Bravo Hits 102,2018,https://api.discogs.com/releases/12336449,2,6,102,21RzyxY3EFaxVy6K4RqaU9
178,Melody,"Lost Frequencies,James Blunt",Bravo Hits 102,2018,https://api.discogs.com/releases/12336449,2,7,102,6Owc2SuzwO3LW1SAODYK3l
179,Legenden,Max Giesinger,Bravo Hits 102,2018,https://api.discogs.com/releases/12336449,2,8,102,5Mcvddl1soyAMsb9hVlgkA
180,Zu Dir,Lea (23),Bravo Hits 102,2018,https://api.discogs.com/releases/12336449,2,9,102,66v5MLelYHMIkKUlj1sxEe
181,Ring Ring,"Jax Jones,Mabel,Rich The Kid",Bravo Hits 102,2018,https://api.discogs.com/releases/12336449,2,10,102,4UBKe75v9DYcehHirq4ot4
182,Phänomenal,Pietro Lombardi,Bravo Hits 102,2018,https://api.discogs.com/releases/12336449,2,11,102,65H8O0TF3SeEzLtbVknUSb
183,You Deserve Better,James Arthur,Bravo Hits 102,2018,https://api.discogs.com/releases/12336449,2,12,102,5MsydV2Ii4A7r85gSgh90x
184,Sólo Contigo,"Topic,Juan Magan,Lena Meyer-Landrut",Bravo Hits 102,2018,https://api.discogs.com/releases/12336449,2,13,102,7cw452LETWJQzoOOk831wN
185,Be Right Here,"Kungs,StarGate,Goldn",Bravo Hits 102,2018,https://api.discogs.com/releases/12336449,2,14,102,6bJ0aP2Hur4ociNPiLlo1G
186,Hey Hey,"Drenchill,Indiiana",Bravo Hits 102,2018,https://api.discogs.com/releases/12336449,2,15,102,16VhHtoaOjTU4AJBNSBNQ1
187,Jackie Chan,"DJ Tiësto,Dzeko,Preme,Post Malone",Bravo Hits 102,2018,https://api.discogs.com/releases/12336449,2,16,102,4kWO6O1BUXcZmaxitpVUwp
188,Infinity 2018 (Klaas Remix Edit),"Sean Finn,Guru Josh",Bravo Hits 102,2018,https://api.discogs.com/releases/12336449,2,17,102,5gyAm7BgB0d0I4RPK1zcn2
189,Feels Like Home,"Sigala,Fuse ODG,Sean Paul,Kent Jones",Bravo Hits 102,2018,https://api.discogs.com/releases/12336449,2,18,102,2AQFlNmYMr2LBn5fMh5FqY
190,Oh Child,"Robin Schulz,Piso 21",Bravo Hits 102,2018,https://api.discogs.com/releases/12336449,2,19,102,77VLYTyrdlHEWcjhjQoXlz
191,Ocean,"Martin Garrix,Khalid (16)",Bravo Hits 102,2018,https://api.discogs.com/releases/12336449,2,20,102,23oxJmDc1V9uLUSmN2LIvx
192,Only Things We Know,"Alle Farben,Younotus,Kelvin Jones",Bravo Hits 102,2018,https://api.discogs.com/releases/12336449,2,21,102,77YLeSEI8unMbZVWNUqioQ
193,One Kiss,"Calvin Harris,Dua Lipa",Bravo Hits 102,2018,https://api.discogs.com/releases/12336449,2,22,102,7ef4DlsgrMEH11cDZd32M6
194,Cordula Grün,Josh.,Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,1,1,103,0ONG1FsI74VqnjK2WHxBL0
195,Ayo,The BossHoss,Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,1,2,103,0k6DnZMLoEUH8NGD5zh2SE
196,Augen Zu Musik An,Bosse,Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,1,3,103,2d0peVLlsdRu8qBOd2LxNp
197,Vagabund,BAUSA,Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,1,4,103,7HaK3CjawpQc6kKJXAIrcw
198,Summer Is A Curse,The Faim,Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,1,5,103,5WzgYEfub2pFJAAZfrOult
199,Kiss Me,Rea Garvey,Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,1,6,103,3DarAbFujv6eYNliUTyqtz
200,Blah Blah Blah,Armin van Buuren,Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,1,7,103,7lWUJpax919G4JdaFEVmCy
201,Right Now,"Nick Jonas,Robin Schulz",Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,1,8,103,1ARJhjuI6TNYZCxYygFQ4F
202,Jennie,"Felix Jaehn,Rock City,Bori",Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,1,9,103,2wVDWtLKXunswWecARNILj
203,Love No More,"Loud Luxury,Anders (49)",Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,1,10,103,0E8WJOFs2eWD67USh7C6Qd
204,Let Me Live,"Rudimental,Major Lazer,Anne-Marie,Mr Eazi",Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,1,11,103,0vDBNWI0uXf7dNkiiX2P5z
205,Dancing Alone,"Axwell Λ Ingrosso,Sam Romans",Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,1,12,103,5hHl9OGuaMNUJ3qGaZjutv
206,Djadja,Aya Nakamura,Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,1,13,103,7sKDftgGirHWTVFMtJoDoh
207,Alpha Queen,Die Lochis,Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,1,14,103,5WSJe0WLsFMgUZdLdRRMdb
208,Glück Auf,Joris (15),Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,1,15,103,6A2JChEPgrP6rrONxkZKKY
209,Immer Wenn Wir Uns Sehn,"Lea (23),Cyril (36)",Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,1,16,103,5psDugCQ2V8uayDeSuTvdD
210,Girls,"Rita Ora,Cardi B,Bebe Rexha,Charli XCX",Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,1,17,103,14SaZBTjxlorHJQxXh01Hu
211,Copacabana,Leon Machère,Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,1,18,103,5FMXrphygZ4z3gVDHGWxgl
212,Es Tut Mir Leid,Kay One,Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,1,19,103,68pQa9KaycGkDmu0o6UDAz
213,500 PS,"Bonez MC,RAF (21)",Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,1,20,103,4UOXo3xWnxYdTf3sFyRaUG
214,Melodien,"Capital Bra,JuJu (33)",Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,1,21,103,3HKjsfDbwnGwMRN8pqPO2b
215,Adriano (SaMTV Unplugged),"Samy Deluxe,Xavier Naidoo,Afrob,Megaloh,Denyo",Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,1,22,103,3Rgd8AuZGAue56UiSLcEzY
216,The Outfield,The Night Game,Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,1,23,103,5dRQUolXAVX3BbCiIxmSsf
217,Girls Like You,Maroon 5,Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,2,1,103,0GPcs8j86epPZhih4htD6J
218,Thunderclouds,"LSD (53),Sia,Diplo,Labrinth",Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,2,2,103,4lJNen4SMTIJMahALc3DcB
219,Dreamer,Sunrise Avenue,Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,2,3,103,1RDvyOk4WtPCtoqciJwVn8
220,Natural,Imagine Dragons,Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,2,4,103,2FY7b99s15jUprqC0M5NCT
221,Wenn Es Jetzt Losgeht,Rosenstolz,Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,2,5,103,1up6rDr5gYra2bZKPGE8LN
222,Liebe Auf Distanz,"Revolverheld,Antje Shomaker",Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,2,6,103,0xVkF3kBstYDvXstkT2Jgn
223,Wild,Hugo Helmig,Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,2,7,103,4RG7P0CXQ4pe0OeCAHjX5L
224,Et Voilà,Michael Patrick Kelly,Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,2,8,103,18qSU7tip6OICrRexkTWDI
225,Secrets,P!NK,Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,2,9,103,2xB46Bj9HZ4cr058yN4Pla
226,Gimme! Gimme! Gimme! (A Man After Midnight),Cher,Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,2,10,103,3vkQ5DAB1qQMYO4Mr9zJN6
227,God Is A Woman,Ariana Grande,Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,2,11,103,5OCJzvD7sykQEKHH7qAC3C
228,No Brainer,"DJ Khaled,Justin Bieber,Chance The Rapper,Quavo",Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,2,12,103,5WvAo7DNuPRmk4APhdPzi8
229,I'm A Mess,Bebe Rexha,Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,2,13,103,0ohFkWYdfMzMGeAJHLFuhd
230,Nera,Irama,Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,2,14,103,5XntrruzmdcRttDFPiZmQp
231,Facetime,Dardan,Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,2,15,103,0tBoaUMgYe6JuDHsTvVSpP
232,Dior 2001,RIN (13),Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,2,16,103,6WusSsncC0Oo9sFHKwQii6
233,079,Lo & Leduc,Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,2,17,103,1ULaCASWLNrzg76Jt3VDWd
234,Safe Digga,"Mike Singer,Slimane",Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,2,18,103,6OoiVIadJ4vTv6MVW1fC2T
235,Signs,"Hugel,Taio Cruz",Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,2,19,103,6Na5uKk5SsqZimk0hAWo8y
236,Side Effects,"The Chainsmokers,Emily Warren",Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,2,20,103,7l1JgKKbTh8n0o1ya4j67k
237,Paradise,"Ofenbach,Benjamin Ingrosso",Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,2,21,103,6nek1Nin9q48AVZcWs9e9D
238,In Ein Paar Jahren,Christina Stürmer,Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,2,22,103,1UFfeXvaDpVt2XojO9Ak32
239,Survivors,Passenger (10),Bravo Hits 103,2018,https://api.discogs.com/releases/15420009,2,23,103,7xemBaUtcXqhHbNQU9zGcM
240,Sweet But Psycho,Ava Max,Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,1,1,104,7DnAm9FOTWE3cUvso43HhI
241,WTF,"Hugel,Amber Van Day",Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,1,2,104,3PHt7AdVhjIMS5Yw5RIZKU
242,Let You Love Me,Rita Ora,Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,1,3,104,05HBSTNoOUJUuLcIIpYtUj
243,Power Over Me,Dermot Kennedy,Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,1,4,104,4tViDtaHuSLnh7HVJTrKhs
244,Bad Liar,Imagine Dragons,Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,1,5,104,2RSHsoi04658QL5xgQVov3
245,Wow.,Post Malone,Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,1,6,104,7xQAfvXzm3AkraOtGPWIZg
246,Tausend Tattoos,Sido,Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,1,7,104,1rGZd7EVl4aOClpzDLNPwy
247,Learn To Let Go,Welshly Arms,Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,1,8,104,1g1TeDflB6atAy7HKwrzXu
248,Learn To Live,Alice Merton,Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,1,9,104,6zROcM9OvgYBjvnOnJ6nHE
249,Irony,Christopher (36),Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,1,10,104,19NUk5Z1EfvTIPMgJaT28h
250,Just You And I,Tom Walker (12),Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,1,11,104,03x2rVJRFUrvwlfxoHd9Mo
251,Oh Hello,Nico Santos,Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,1,12,104,3xtiXNDbSKxy20I7D6vFUg
252,Close To Me,"Ellie Goulding,Diplo,Swae Lee",Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,1,13,104,7ABE6G4uQxbNtYgVrpBBPA
253,Ruin My Life,Zara Larsson,Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,1,14,104,5tAa8Uaqr4VvA3693mbIhU
254,When The Party's Over,Billie Eilish,Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,1,15,104,43zdsphuZLzwA9k4DJhU0I
255,Chances,Backstreet Boys,Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,1,16,104,439X8jGytErRiPnaoUJHju
256,Lay Your Worry Down,"Milow,Matt Simons",Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,1,17,104,4xfoYtEMk768BMvs9Qi8xR
257,Du,Joris (15),Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,1,18,104,61mWefnWQOLf90gepjOCb3
258,Halb So Viel,Lea (23),Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,1,19,104,7FPEpeSxeWwRkQnNVk990v
259,High Hopes,Panic! At The Disco,Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,1,20,104,1rqqCSm0Qe4I9rUvWncaom
260,Hold My Girl,George Ezra,Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,1,21,104,42bbDWZ8WmXTH7PkYAlGLu
261,Unikat,SDP,Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,1,22,104,72XglJi5VENC2GetqcCObi
262,Benzema,Capital (12),Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,1,23,104,5W6raxEdxD7iMX1LZJagbY
263,Nothing Breaks Like A Heart,"Mark Ronson,Miley Cyrus",Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,2,1,104,27rdGxbavYJeBphck5MZAF
264,"Thank U, Next",Ariana Grande,Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,2,2,104,3e9HZxeyfWwjeyPAMmWSSQ
265,Speechless,"Robin Schulz,Erika Sirola",Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,2,3,104,3GJ4hzg4lrGwU51Y3VARbF
266,Fading,"Alle Farben,Ilira",Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,2,4,104,4lw6ynpAuGIWETp0eHb0Lz
267,Promises,"Calvin Harris,Sam Smith (12)",Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,2,5,104,7sVzdnglbrbLHw4A55uOeF
268,Say My Name,"David Guetta,Bebe Rexha,J. Balvin",Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,2,6,104,22onaFyrEUQcJlDubRVdhE
269,Thank You,Lena Meyer-Landrut,Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,2,7,104,751gBcu62kORDelX7FV0mM
270,Happy Now,"Kygo,Sandro Cavazza",Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,2,8,104,4keoy2fqgwGnbWlm3ZVZFa
271,So Close,"NOTD,Felix Jaehn,Captain Cuts,Georgia Ku",Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,2,9,104,7FjZU7XFs7P9jHI9Z0yRhK
272,Getting Closer,Justin Jesso,Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,2,10,104,1w7Xbv3It3oI7dz4OrKazn
273,Like I Love You,"Lost Frequencies,The Nghbrs",Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,2,11,104,6W2Ef5Ph6ILTUAedoQ3QIv
274,Later Bitches,The Prince Karma,Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,2,12,104,2UqYHXtJ0qLzd3fajJ7HSb
275,Play,"Jax Jones,Years & Years",Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,2,13,104,6UN73IYd0hZxLi8wFPMQij
276,Du Bist,"Glasperlenspiel,Gordi Singers",Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,2,14,104,12Q1dPxQhzdwCe9ZeKFtiV
277,This Feeling,"The Chainsmokers,Kelsea Ballerini",Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,2,15,104,4NBTZtAt1F13VvlSKe6KTl
278,Vámonos,"Kris Kross Amsterdam,Ally Brooke Hernandez,Muja Messiah",Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,2,16,104,2TzkIzgzIHhewMxyh1u4hh
279,Juice,Lizzo,Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,2,17,104,0k664IuFwVP557Gnx7RhIl
280,Baby,"Clean Bandit,Marina & The Diamonds,Luis Fonsi",Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,2,18,104,0TyFl7y2tIIpL46G4vJarb
281,Get Off My D!ck,Ilira,Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,2,19,104,6BFSpfwe003HLps1y1DA7k
282,Hier Mit Dir,Wincent Weiss,Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,2,20,104,7ySBYnlLSwaoHdaY4en58R
283,Pieces,Declan J Donovan,Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,2,21,104,73rxH6rYJQZtwfjKNb4mwZ
284,Akk & Feel It,"257ers,Captain Jack",Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,2,22,104,6I4hIxOHFKa4PRhCbP6B8e
285,Polaroid,"Jonas Blue,Liam Payne,Lennon Stella",Bravo Hits 104,2019,https://api.discogs.com/releases/13229018,2,23,104,5elW2CKSoqjYoJ32AGDxf1
286,Giant,"Calvin Harris,Rag'n'Bone Man",Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,1,1,105,2KiBZ6xU6dnj47aT71G28P
287,Dancing With A Stranger,"Sam Smith (12),Normani",Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,1,2,105,31DIuH1Hi58KBpznO9OESV
288,Don't Call Me Up,Mabel,Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,1,3,105,5WHTFyqSii0lmT9R21abT8
289,SOS,"Avicii,Aloe Blacc",Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,1,4,105,5xMw6qCcpd2gBXPGTegC4W
290,Unforgettable,Nico Santos,Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,1,5,105,3B54sVLJ402zGa6Xm4YGNe
291,Sucker,Jonas Brothers,Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,1,6,105,22vgEDb5hykfaTwLuskFGD
292,Obsessed,"Dynoro,Ina Wroldsen",Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,1,7,105,3IcIIZMMS7UArJJPtEHXG8
293,Moonlight,Gaullin,Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,1,8,105,0JP9xo3adEtGSdUEISiszL
294,365,"Zedd,Katy Perry",Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,1,9,105,2o5bpyqOE1iPtGbnhxPqdK
295,Lost In The Fire,"Gesaffelstein,The Weeknd",Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,1,10,105,2vXKRlJBXyOcvZYTdNeckS
296,7 Rings,Ariana Grande,Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,1,11,105,6ocbgoVGwYJhOv1GgI9NsF
297,I'm So Tired...,"Lauv,Troye Sivan",Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,1,12,105,7LpMG3AEaIJgs62HQhAa91
298,Don't Worry Bout Me,Zara Larsson,Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,1,13,105,507tQXutCPYNFkpOq8tmKF
299,Mama,"Clean Bandit,Ellie Goulding",Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,1,14,105,2mXsZsJBThTaJXbNcg5QD4
300,Don't Lie To Me,Lena Meyer-Landrut,Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,1,15,105,0PU3LsIB3tVfJ6nTnAZwLx
301,All The Lies,"Alok,Felix Jaehn,The Vamps",Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,1,16,105,4Cy5f4JsH1yoeGks7FnoHw
302,Recognise,"Lost Frequencies,Darren Flynn",Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,1,17,105,3YwyAnL9NlqAK9V833qiGz
303,No Sleep,"Martin Garrix,Bonn",Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,1,18,105,2cqlNKBIC3HiSYU7QIQieE
304,Better When You're Gone,"David Guetta,Brooks (11),Loote",Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,1,19,105,4Tvw0lweq9l2JPQKFbpbBQ
305,Here With Me,"Marshmello,Chvrches",Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,1,20,105,78Sw5GDo6AlGwTwanjXbGh
306,Last Hurrah,Bebe Rexha,Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,1,21,105,0jPCntD6Q7yaPip79zc4iC
307,Only Want You,"Rita Ora,6lack",Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,1,22,105,5I5WMgIFloHnV5mIgcmiuk
308,Open Up,Matt Simons,Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,1,23,105,4QTwWQDW89udp0JDO2lmPI
309,Chlorine,Twenty One Pilots,Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,1,24,105,23OXdR7YuUBVWh5hSnYJau
310,Shallow,"Lady Gaga,Bradley Cooper",Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,2,1,105,2VxeLyX666F8uXCJ0dZF8B
311,Someone You Loved,Lewis Capaldi,Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,2,2,105,7qEHsqek33rTcFNT9PFqLf
312,Coldest Water,Walking On Cars,Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,2,3,105,2fOdU3CWAUN6vydcuhOXJg
313,Back To The Start,Michael Schulte,Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,2,4,105,5TdgnDOtgNJRCxjrTVAwks
314,Crazy To Love,"DECCO,Alex Clare",Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,2,5,105,4p1QpM8dtPMXHwCQotLAW7
315,Never Go Back,Dennis Lloyd,Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,2,6,105,2QrXzOqLCVDRZHkToA0tSR
316,Please Me,"Cardi B,Bruno Mars",Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,2,7,105,0PG9fbaaHFHfre2gUVo7AN
317,Gib Ihm,Shirin David,Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,2,8,105,0sYbcHtfyYti4C40wTa7Vm
318,Mary,BAUSA,Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,2,9,105,5T0Ib1Hjhsua7qbGTczU7j
319,Cherry Lady,Capital Bra,Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,2,10,105,4j5WelE5mkf9A2jmts729h
320,Ulala,"Mike Singer,Eunique",Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,2,11,105,4EQOGfssbSpTlV6EZRtrSv
321,On My Way,"Alan Walker,Sabrina Carpenter,Farruko",Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,2,12,105,3OjNkFFZavF89xvRqWCXmU
322,Bones,"Galantis,OneRepublic",Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,2,13,105,0HqZX76SFLDz2aW8aiqi7G
323,Kaum Erwarten,Wincent Weiss,Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,2,14,105,6UR0WjQTWLgyVWxAaXfrH5
324,Bury A Friend,Billie Eilish,Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,2,15,105,4SSnFejRGlZikf02HLewEF
325,R.I.P,"Sofia Reyes,Rita Ora,Anitta",Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,2,16,105,3L0IKstjUgDFVQAbQIRZRv
326,Contra La Pared,"Sean Paul,J. Balvin",Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,2,17,105,37eGbhE1xVFSvcKkqGb6i1
327,Callin You,Madcon,Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,2,18,105,5uDyXFTGgnJNKgiTnFelIs
328,Loca,Alvaro Soler,Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,2,19,105,3yk7PJnryiJ8mAPqsrujzf
329,Yapma,C Arma,Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,2,20,105,1194zYf7UfSXP4omxVTmPa
330,Weekend,"DJ Herzbeat,Sarah (26)",Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,2,21,105,6GnhWMhgJb7uyiiPEiEkDA
331,Vielleicht,"Gestört aber GeiL,Adel Tawil",Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,2,22,105,17lu3VOOdnuf6fvtj6TDL5
332,Walk Away,"Alle Farben,James Blunt",Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,2,23,105,6mhMFztI38c0CZr8CEnPrD
333,An Guten Tagen,Johannes Oerding,Bravo Hits 105,2019,https://api.discogs.com/releases/13593438,2,24,105,5UUtkgpCWxV9JtQP8iqOzy
334,Senorita,"Shawn Mendes,Camila Cabello",Bravo Hits 106,2019,https://api.discogs.com/releases/13933830,1,1,106,6v3KW9xbzN5yKLt9YKDYA2
335,Vincent,Sarah Connor,Bravo Hits 106,2019,https://api.discogs.com/releases/13933830,1,2,106,0VNzEY1G4GLqcNx5qaaTl6
336,Calma (Remix),"Pedro Capó,Farruko",Bravo Hits 106,2019,https://api.discogs.com/releases/13933830,1,3,106,5iwz1NiezX7WWjnCgY5TH4
337,La Libertad,Alvaro Soler,Bravo Hits 106,2019,https://api.discogs.com/releases/13933830,1,4,106,3BGvwaiA1ovpsyAj0uytZ8
338,So Am I,Ava Max,Bravo Hits 106,2019,https://api.discogs.com/releases/13933830,1,5,106,2ic3y2zdFdKGDKNQQUGmky
339,Old Town Road,Lil Nas X,Bravo Hits 106,2019,https://api.discogs.com/releases/13933830,1,6,106,2YpeDb67231RjR0MgVLzsG
340,Tu M'Appelles,"Adel Tawil,Peachy (10)",Bravo Hits 106,2019,https://api.discogs.com/releases/13933830,1,7,106,5GO0ZraYzDtjpRzqMfsfLy
341,Let Me Down Slowly,Alec Benjamin,Bravo Hits 106,2019,https://api.discogs.com/releases/13933830,1,8,106,2qxmye6gAegTMjLKEBoR3d
342,Die Reise,Max Giesinger,Bravo Hits 106,2019,https://api.discogs.com/releases/13933830,1,9,106,29vchuApvo5GeOAeGdAbfz
343,All The Time,Zara Larsson,Bravo Hits 106,2019,https://api.discogs.com/releases/13933830,1,10,106,1ldUPmqrCvk6thNYe0oUen
344,Mad Love,Mabel,Bravo Hits 106,2019,https://api.discogs.com/releases/13933830,1,11,106,7mdzle4J6OHGwZVKTWSKzo
345,Outnumbered,Dermot Kennedy,Bravo Hits 106,2019,https://api.discogs.com/releases/13933830,1,12,106,6UjZ2Yx2g2a52XxiA8ONxZ
